Heading,Summary,Link,PostedBy,PostedOnDate
This is what Cyrus Mistry was planning to do on the day he was ousted as the chairman of Tata Sons,"The day Cyrus Mistry was replaced as the chairman of Tata Sons, he was to present a corporate governance document before the board aimed at improving governance practices, a source said.",http://www.financialexpress.com/industry/companies/cyrus-mistry-ousted-as-chairman-from-tata-sons-ratan-tata-cyrus-mistry-ratan-tata-tussle-tata-group-latest-news/440857/,FE Online ," November 8, 2016 11:36 AM"
Bharti Airtel appoints Vani Venkatesh as CEO (Retail),"Bharti Airtel (“Airtel”), India’s largest telecommunications services provider, today announced the appointment of Vani Venkatesh as CEO – Retail.",http://www.financialexpress.com/industry/companies/bharti-airtel-appoints-vani-venkatesh-as-ceo-retail/440978/,Reuters ," November 8, 2016 2:47 PM"
Pfizer gets process patents for Enbrel despite Mylan & Biocon opposition,"US pharmaceutical giant Pfizer has received a shot in the arm with the company securing two Indian process patents related to its blockbuster drug Etanercept, marketed under the brand name Enbrel in countries like the US.",http://www.financialexpress.com/industry/companies/pfizer-gets-process-patents-for-enbrel-despite-mylan-biocon-opposition/441739/,Sajan C Kumar ," November 9, 2016 6:30 AM"
"Ford to invest Rs 1,300 crore in new tech & business hub in India","The centre, spread across 28 acres, will help consolidate 9,000 employees in the auto firm’s research & development operations in India under one roof",http://www.financialexpress.com/industry/companies/ford-to-invest-r1300-crore-in-new-tech-business-hub-in-india/441738/,FE Bureau ," November 9, 2016 6:31 AM"
RBS to announce compensation program for small businesses,"Royal Bank of Scotland will announce on Tuesday it is setting up a compensation scheme worth more than 300 million pounds to help small businesses, amid allegations of malpractice at its small business restructuring division, sources said.",http://www.financialexpress.com/companies/rbs-to-announce-compensation-program-for-small-businesses/440662/,Reuters ," November 8, 2016 4:52 AM"
Taj Mansingh hotel auction: Tata Group moves Supreme Court,The Tata Group on Monday moved the Supreme Court against the Delhi High Court’s order that allowed a Delhi municipal body to go ahead with the auctioning of the iconic Taj Mansingh Hotel here.,http://www.financialexpress.com/industry/companies/taj-mansingh-hotel-auction-tata-group-moves-supreme-court/440680/,Indu Bhan ," November 8, 2016 6:35 AM"
"A FinTech job involves lots of creativity: Vinay Kalantri, MD, The Mobile Wallet",A job in the Fintech space involves lots of study and creativity. Employees need to have their time off and work on user-friendly ideas. ,http://www.financialexpress.com/industry/companies/a-fintech-job-involves-lots-of-creativity-vinay-kalantri-md-the-mobile-wallet/440573/,NA,"November 8, 2016 6:01 AM"
"Days after launch in US, LeEco, Chinese smartphone maker, says it faces cash crunch",The billionaire chairman of China’s LeEco has admitted his technology empire is running out of cash to sustain a headlong rush into businesses from electric cars to smartphones.,http://www.financialexpress.com/industry/companies/days-after-launch-in-us-leeco-chinese-smartphone-maker-says-it-faces-cash-crunch/440398/,Bloomberg ," November 7, 2016 7:52 PM"
A breath of freshness,"The launch campaign for Wrigley India’s Doublemint brings in some degree of newness to the category, which has so far relied on cheeky humour",http://www.financialexpress.com/industry/companies/a-breath-of-freshness/440565/,Chandni Mathur ," November 8, 2016 6:00 AM"
South Korea prosecutors raid Samsung Electronics in probe over scandal,South Korean prosecutors raided the offices of Samsung Electronics on Tuesday as part of a probe over a political scandal involving President Park Geun-hye and her friend who is alleged to have exerted improper influence in state affairs,http://www.financialexpress.com/companies/south-korea-prosecutors-raid-samsung-electronics-in-probe-over-scandal/440683/,Reuters ," November 8, 2016 5:56 AM"
Tata said to avoid deeper writedowns with Thyssenkrupp venture,"Tata Group’s European steel unit may be saved from deeper writedowns if it pursues a tie-up with Thyssenkrupp AG proposed by Cyrus Mistry, the ousted chairman of India’s biggest conglomerate, a person with knowledge of the matter said.",http://www.financialexpress.com/companies/tata-said-to-avoid-deeper-writedowns-with-thyssenkrupp-venture/440716/,Bloomberg ," November 8, 2016 6:25 AM"
Barclays to keep focus on M&A deals between India and UK,Barclays today said it will continue to focus on helping merger and acquisition activity among companies of India and the UK.,http://www.financialexpress.com/industry/companies/barclays-to-keep-focus-on-ma-deals-between-india-and-uk/440453/,PTI ," November 7, 2016 9:14 PM"
"Blackberry launches DTEK50, DTEK60 in India; price starts at Rs 21,990","Despite all the talk of it being down and out, BlackBerry continues to toil with its hardware. The Canadian smartphone company on Monday brought into India its new Android-powered smartphones — DTEK 50 and DTEK 60, priced at R21,990 and R46,990 respectively. ",http://www.financialexpress.com/industry/companies/blackberry-launches-dtek50-dtek60-in-india-price-starts-at-rs-21990/440679/,Nandagopal Rajan ," November 8, 2016 6:34 AM"
Future Retail board approves acquisition of Heritage Foods business,"Kishore Biyani-led Future Retail has said its board of directors has approved the acquisition of Heritage Foods’s retail and allied businesses, promoted by the family of Andhra Pradesh chief minister N Chandrababu Naidu.",http://www.financialexpress.com/industry/companies/future-retail-board-approves-acquisition-of-heritage-foods-business/440678/,FE Bureau ," November 8, 2016 6:33 AM"
Possible lack of clarity on freedom in Tata crisis: Expert,"The Tata Sons succession crisis that shook India Inc could be due to Cyrus Mistry’s lack of clarity on “degree of freedom” to take decisions, according to an expert on family business.",http://www.financialexpress.com/industry/companies/possible-lack-of-clarity-on-freedom-in-tata-crisis-expert/440504/,PTI ," November 7, 2016 10:14 PM"
How social media allows brands to enter the modern consumer’s heart,"Social media presence allows brands to leverage, amplify, customise and re-target their communication. Thus, reaching the savvy consumer more effectively",http://www.financialexpress.com/industry/companies/how-social-media-allows-brands-to-enter-the-modern-consumers-heart/440583/,NA,"November 8, 2016 6:03 AM"
No extra Narendra Modi govt handout for crisis-hit public sector banks even as NPAs hurt lenders,"The Centre is unlikely to provide additional capital to public sector banks (PSBs) in the current fiscal, over and above R25,000 crore committed in the Budget…",http://www.financialexpress.com/industry/banking-finance/no-extra-narendra-modi-govt-handout-for-crisis-hit-public-sector-banks-even-as-npas-hurt-lenders/440696/,Prasanta Sahu ," November 8, 2016 6:40 AM"
"IvyCamp, Airbus BizLab Bengaluru tie-up to launch call for applications for their six months acceleration program","IvyCamp partners with Airbus BizLab to announce season #2 of their accelerator program in Bangalore, through which they wish to support innovative startups in Robotics, IoT, Data Analytics, Image Processing, VR/AR, FinTech, Supply Chain, Door to Door Mobility, Gaming, Aviation Products and Services, Drones, Manufacturing, Airport Management, Space Technologies and Solutions.",http://www.financialexpress.com/industry/companies/ivycamp-airbus-bizlab-bengaluru-tie-up-to-launch-call-for-applications-for-their-six-months-acceleration-program/440446/,ANI ," November 7, 2016 9:09 PM"
Facebook partners with news outlets for Election Day live video blitz,"Facebook has said it would partner with 50 broadcast stations, print and online publications for an Election Day live video blitz, as the social media company aims to build on the momentum of its popular Facebook Live video streaming service.",http://www.financialexpress.com/companies/facebook-partners-with-news-outlets-for-election-day-live-video-blitz/440550/,Reuters ," November 7, 2016 11:54 PM"
Rahul Bajaj hails Narendra Modi government over reform process,"Bajaj Group patriarch Rahul Bajaj today praised the Narendra Modi government for the reform process it has undertaken, saying these initiatives, coupled with good monsoons, are likely to improve domestic demand. ",http://www.financialexpress.com/industry/companies/rahul-bajaj-hails-narendra-modi-government-over-reform-process/440505/,PTI ," November 7, 2016 10:35 PM"
"Mobile ads set to soar to Rs 10,000 cr, set to reflect changing face of consumer demand","Advertisers in India are spending about R4,200 crore on mobile and this is set to rise in the coming year, with an estimated spend of R10,000 crore by 2020.",http://www.financialexpress.com/industry/companies/mobile-ads-set-to-soar-to-rs-10000-cr-set-to-reflect-changing-face-of-consumer-demand/440584/,NA,"November 8, 2016 6:04 AM"
Mobile video advertising and native ads now key in marketer’s arsenal,Mobile video advertising and native ads are becoming key components in a marketer’s arsenal,http://www.financialexpress.com/industry/companies/mobile-video-advertising-and-native-ads-now-key-in-marketers-arsenal/440585/,Ankita Rai ," November 8, 2016 7:48 AM"
German prosecutors probe Facebook hate incitement claim,"German prosecutors said today they have launched a probe after receiving a complaint alleging that top Facebook bosses including founder Mark Zuckerberg are condoning hate speech, as pressure grows on the social network to clamp down on racist content.",http://www.financialexpress.com/industry/companies/german-prosecutors-probe-facebook-hate-incitement-claim/440437/,AFP ," November 7, 2016 8:52 PM"
"China’s LeEco to slow pace of growth, faces “big company disease”: CEO","Chinese conglomerate LeEco, which has invested in high-tech products from electric cars to smartphones, is facing a shortage of cash and suffering from expanding too fast and in too many directions, its CEO said in a letter to staff.",http://www.financialexpress.com/industry/companies/chinas-leeco-to-slow-pace-of-growth-faces-big-company-disease-ceo/440317/,Reuters ," November 7, 2016 6:11 PM"
"Cognizant records $5 mn improper payments in India, says no impact expected",Cognizant on Monday said it has recognised $5 million in improper payment towards company-owned facilities in India following an internal investigation.,http://www.financialexpress.com/industry/companies/cognizant-records-5-mn-improper-payments-in-india-says-no-impact-expected/440685/,FE Bureau ," November 8, 2016 7:41 AM"
NDTV India ban: I&B Ministry puts the decision on hold,The channel was asked to go off air on September 9 for leaking sensitive information during the coverage of a terror attack Pathankot Air Base. ,http://www.financialexpress.com/industry/companies/ndtv-india-ban-ib-ministry-puts-the-decision-on-hold/440386/,FE Online ," November 7, 2016 8:13 PM"
Delhi High Court asks Hotel Leela Venture to pay Rs 258 crore royalty to AAI,Delhi High Court today upheld its single judge decision asking Hotel Leela Venture Ltd to pay Rs 258 crore to Airports Authority of India (AAI) as royalty for possession of its property near Mumbai International Airport.,http://www.financialexpress.com/industry/companies/delhi-high-court-asks-hotel-leela-venture-to-pay-rs-258-crore-royalty-to-aai/440432/,PTI ," November 7, 2016 8:42 PM"
Penalty of $1.55 billion on Reliance Industries grossly exaggerated: Brokerages,"The $1.55 billion penalty slapped by the government on Reliance Industries for producing ONGC’s natural gas is “grossly exaggerated”, brokerage firms said today.",http://www.financialexpress.com/industry/companies/penalty-of-1-55-billion-on-reliance-industries-grossly-exaggerated-brokerages/440463/,PTI ," November 7, 2016 9:22 PM"
IT major lowers guidance again,"Cognizant, the Nasdaq-listed IT services major with a large presence in India, has marginally lowered the annual revenue guidance for the third consecutive quarter this year, blaming it on Brexit and continued slowness in the demand environment.",http://www.financialexpress.com/industry/companies/it-major-lowers-guidance-again/440691/,FE Bureau ," November 8, 2016 6:37 AM"
Problem with e-commerce in lack of genuine products online: Nikon India’s Kazuo Ninomiya,We have started spending on customised advertising in different regions for better consumer connect by making ads as personal as possible. We also want to emphasise on promoting the photography culture,http://www.financialexpress.com/industry/companies/problem-with-e-commerce-in-lack-of-genuine-products-online-nikon-indias-kezua-ninomiya/440574/,Ankita Rai ," November 8, 2016 2:42 PM"
